case_id,role,source_table,source_figure,temperature_K,pressure_Pa,salt_feed_mass_fraction,tie_line,organic_x_water_formula,organic_x_ethanol_formula,organic_x_isobutanol_formula,organic_x_nacl_formula,aqueous_x_water_formula,aqueous_x_ethanol_formula,aqueous_x_isobutanol_formula,aqueous_x_nacl_formula,organic_x_water_salt_free,organic_x_ethanol_salt_free,organic_x_isobutanol_salt_free,aqueous_x_water_salt_free,aqueous_x_ethanol_salt_free,aqueous_x_isobutanol_salt_free,midpoint_n_water,midpoint_n_ethanol,midpoint_n_isobutanol,midpoint_n_nacl_formula,explicit_n_na,explicit_n_cl,temperature_standard_uncertainty_K,pressure_standard_uncertainty_Pa,water_x_standard_uncertainty,ethanol_x_standard_uncertainty,isobutanol_x_standard_uncertainty,nacl_x_standard_uncertainty
khudaida2026-figure2-table3-tl4,first_external_held2_tracer,Table 3,Figure 2,293.15,100000,0.05,4,0.3695,0.0927,0.5366,0.0012,0.9486,0.0092,0.0037,0.0385,0.3699439327192631157388866640,0.09281137364837805366439727673,0.5372446936323588305967160593,0.9865834633385335413416536661,0.009568382735309412376495059802,0.003848153926157046281851274051,0.65905,0.05095,0.27015,0.01985,0.01985,0.01985,0.02,1000,0.0016,0.0007,0.0015,0.0002
