case_id,role,temperature_K,pressure_Pa,feed_w_water_formula,feed_w_butanol_formula,feed_w_nacl_formula,feed_w_kcl_formula,feed_x_water_explicit,feed_x_butanol_explicit,feed_x_na_explicit,feed_x_k_explicit,feed_x_cl_explicit,organic_x_water_formula,organic_x_butanol_formula,organic_x_nacl_formula,organic_x_kcl_formula,aqueous_x_water_formula,aqueous_x_butanol_formula,aqueous_x_nacl_formula,aqueous_x_kcl_formula,organic_x_water_explicit,organic_x_butanol_explicit,organic_x_na_explicit,organic_x_k_explicit,organic_x_cl_explicit,aqueous_x_water_explicit,aqueous_x_butanol_explicit,aqueous_x_na_explicit,aqueous_x_k_explicit,aqueous_x_cl_explicit,ln_f_water_bar,ln_f_butanol_bar,ln_f_kcl_pair_bar,ln_f_nacl_pair_bar
ascani2022-case-study-2,secondary_external_held2_tracer,298.15,100000,0.8094,0.1728,0.0054,0.0124,0.9403742328474496,0.04879524350242891,0.0019339333595015447,0.0034813284655591703,0.005415261825060715,0.4426,0.5570,0.0000415,0.000420,0.9627,0.0122,0.0076,0.0174,0.4423686412006520589731570389,0.5567088412760126453864628799,0.00004147830684551979314818350003,0.0004197804548221280270418571087,0.0004612587616676478201900406088,0.9393111523075421992389501415,0.01190360035125378085666894331,0.007415357595863011025465899112,0.01697726607473899892672455849,0.02439262367060200995219045761,-3.521,-5.088,-206.733,-224.891
