audit_case_id,grid_index,x_methane,branch,status,molar_density_mol_m3,residual_helmholtz,g_bar,support_line_g_bar,gap_above_support,failure_reason
may2015-row-012-midpoint,11,0.011000009780000002,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,12,0.012000009760000001,single,accepted,15896.867410747964,-2.5509683479896363,6.271743115805657,5.648407383005986,0.6233357327996716,
may2015-row-012-midpoint,12,0.012000009760000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,12,0.012000009760000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,13,0.01300000974,single,accepted,15897.43536008961,-2.548782007991572,6.269587829088005,5.650408740557484,0.6191790885305206,
may2015-row-012-midpoint,13,0.01300000974,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,13,0.01300000974,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,14,0.014000009720000001,single,accepted,15897.997075284231,-2.546595881134475,6.267510032439812,5.652410098108982,0.6150999343308303,
may2015-row-012-midpoint,14,0.014000009720000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,14,0.014000009720000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,15,0.015000009700000002,single,accepted,15898.552531545229,-2.5444099669831086,6.2655042164465415,5.6544114556604805,0.611092760786061,
may2015-row-012-midpoint,15,0.015000009700000002,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,15,0.015000009700000002,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,16,0.016000009680000003,single,accepted,15899.101703972978,-2.542224265098613,6.26356560807886,5.656412813211978,0.6071527948668818,
may2015-row-012-midpoint,16,0.016000009680000003,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,16,0.016000009680000003,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,17,0.017000009660000003,single,accepted,15899.644567554173,-2.540038775038491,6.261690032219545,5.658414170763477,0.6032758614560683,
may2015-row-012-midpoint,17,0.017000009660000003,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,17,0.017000009660000003,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,18,0.018000009640000002,single,accepted,15900.181097161167,-2.5378534963565746,6.259873805880215,5.660415528314974,0.5994582775652404,
may2015-row-012-midpoint,18,0.018000009640000002,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,18,0.018000009640000002,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,19,0.019000009620000004,single,accepted,15900.711267551364,-2.5356684286030022,6.258113655994263,5.662416885866473,0.5956967701277902,
may2015-row-012-midpoint,19,0.019000009620000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,19,0.019000009620000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,20,0.020000009600000004,single,accepted,15901.23505336652,-2.533483571324192,6.256406654561702,5.664418243417971,0.5919884111437312,
may2015-row-012-midpoint,20,0.020000009600000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,20,0.020000009600000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,21,0.021000009580000003,single,accepted,15901.752429132075,-2.531298924062815,6.254750166795301,5.666419600969469,0.5883305658258315,
may2015-row-012-midpoint,21,0.021000009580000003,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,21,0.021000009580000003,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,22,0.022000009560000006,single,accepted,15902.263369256447,-2.5291144863577637,6.253141809164483,5.668420958520967,0.5847208506435164,
may2015-row-012-midpoint,22,0.022000009560000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,22,0.022000009560000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,23,0.023000009540000005,single,accepted,15902.76784803041,-2.526930257744132,6.251579415082138,5.670422316072465,0.5811570990096726,
may2015-row-012-midpoint,23,0.023000009540000005,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,23,0.023000009540000005,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,24,0.024000009520000004,single,accepted,15903.265839626398,-2.5247462377531873,6.250061006569318,5.672423673623963,0.577637332945355,
may2015-row-012-midpoint,24,0.024000009520000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,24,0.024000009520000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,25,0.025000009500000003,single,accepted,15903.757318097778,-2.52256242591233,6.248584770649995,5.674425031175462,0.574159739474533,
may2015-row-012-midpoint,25,0.025000009500000003,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,25,0.025000009500000003,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,26,0.026000009480000003,single,accepted,15904.242257378224,-2.5203788217450978,6.247149039528129,5.676426388726959,0.5707226508011694,
may2015-row-012-midpoint,26,0.026000009480000003,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,26,0.026000009480000003,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,27,0.027000009460000005,single,accepted,15904.720631280947,-2.518195424771092,6.245752273818555,5.678427746278458,0.5673245275400971,
may2015-row-012-midpoint,27,0.027000009460000005,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,27,0.027000009460000005,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,28,0.028000009440000004,single,accepted,15905.19241349805,-2.516012234505991,6.244393048265229,5.6804291038299555,0.5639639444352733,
may2015-row-012-midpoint,28,0.028000009440000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,28,0.028000009440000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,29,0.029000009420000004,single,accepted,15905.657577599759,-2.513829250461491,6.2430700395020775,5.682430461381454,0.5606395781206235,
may2015-row-012-midpoint,29,0.029000009420000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,29,0.029000009420000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,30,0.030000009400000006,single,accepted,15906.116097033817,-2.511646472145308,6.241782015503814,5.684431818932952,0.5573501965708623,
may2015-row-012-midpoint,30,0.030000009400000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,30,0.030000009400000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,31,0.031000009380000006,single,accepted,15906.56794512461,-2.50946389906112,6.240527826444716,5.68643317648445,0.5540946499602661,
may2015-row-012-midpoint,31,0.031000009380000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,31,0.031000009380000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,32,0.032000009360000005,single,accepted,15907.013095072574,-2.507281530708542,6.239306396738018,5.688434534035948,0.5508718627020697,
may2015-row-012-midpoint,32,0.032000009360000005,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,32,0.032000009360000005,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,33,0.033000009340000004,single,accepted,15907.45151995343,-2.505099366583123,6.2381167180712005,5.6904358915874464,0.547680826483754,
may2015-row-012-midpoint,33,0.033000009340000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,33,0.033000009340000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,34,0.03400000932,single,accepted,15907.883192717432,-2.5029174061762895,6.236957843286243,5.692437249138944,0.5445205941472988,
may2015-row-012-midpoint,34,0.03400000932,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,34,0.03400000932,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,35,0.0350000093,single,accepted,15908.308086188616,-2.500735648975323,6.235828880980353,5.694438606690443,0.5413902742899106,
may2015-row-012-midpoint,35,0.0350000093,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,35,0.0350000093,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,36,0.03600000928,single,accepted,15908.72617306409,-2.4985540944633327,6.234728990724222,5.69643996424194,0.5382890264822819,
may2015-row-012-midpoint,36,0.03600000928,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,36,0.03600000928,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,37,0.03700000926000001,single,accepted,15909.137425913312,-2.4963727421192234,6.233657378811928,5.698441321793439,0.5352160570184887,
may2015-row-012-midpoint,37,0.03700000926000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,37,0.03700000926000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,38,0.03800000924000001,single,accepted,15909.541817177218,-2.4941915914176596,6.232613294470639,5.7004426793449365,0.5321706151257022,
may2015-row-012-midpoint,38,0.03800000924000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,38,0.03800000924000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,39,0.039000009220000006,single,accepted,15909.93931915265,-2.492010641828313,6.231596026469483,5.702444036896435,0.5291519895730481,
may2015-row-012-midpoint,39,0.039000009220000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,39,0.039000009220000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,40,0.040000009200000006,single,accepted,15910.329904066217,-2.4898298928194977,6.230604900076498,5.704445394447933,0.5261595056285655,
may2015-row-012-midpoint,40,0.040000009200000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,40,0.040000009200000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,41,0.041000009180000005,single,accepted,15910.713543924114,-2.4876493438507836,6.229639274319984,5.706446751999431,0.5231925223205529,
may2015-row-012-midpoint,41,0.041000009180000005,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,41,0.041000009180000005,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,42,0.042000009160000004,single,accepted,15911.090210660828,-2.485468994380323,6.228698539517236,5.708448109550929,0.5202504299663069,
may2015-row-012-midpoint,42,0.042000009160000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,42,0.042000009160000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,43,0.04300000914,single,accepted,15911.459876063556,-2.483288843861145,6.227782115038706,5.7104494671024275,0.5173326479362785,
may2015-row-012-midpoint,43,0.04300000914,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,43,0.04300000914,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,44,0.04400000912000001,single,accepted,15911.82251178638,-2.4811088917418473,6.226889447280286,5.712450824653925,0.5144386226263604,
may2015-row-012-midpoint,44,0.04400000912000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,44,0.04400000912000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,45,0.04500000910000001,single,accepted,15912.178089349585,-2.4789291374665883,6.226020007819981,5.714452182205424,0.5115678256145575,
may2015-row-012-midpoint,45,0.04500000910000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,45,0.04500000910000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,46,0.04600000908000001,single,accepted,15912.52658013863,-2.4767495804750177,6.225173291738534,5.716453539756921,0.5087197519816122,
may2015-row-012-midpoint,46,0.04600000908000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,46,0.04600000908000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,47,0.04700000906000001,single,accepted,15912.867955403515,-2.474570220202268,6.224348816086118,5.71845489730842,0.5058939187776978,
may2015-row-012-midpoint,47,0.04700000906000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,47,0.04700000906000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,48,0.048000009040000007,single,accepted,15913.202186258002,-2.4723910560789255,6.223546118479581,5.720456254859918,0.503089863619663,
may2015-row-012-midpoint,48,0.048000009040000007,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,48,0.048000009040000007,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,49,0.049000009020000006,single,accepted,15913.529243678582,-2.47021208753098,6.222764755816629,5.722457612411416,0.5003071434052124,
may2015-row-012-midpoint,49,0.049000009020000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,49,0.049000009020000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,50,0.050000009000000005,single,accepted,15913.849098503946,-2.4680333139798045,6.222004303095029,5.724458969962914,0.49754533313211535,
may2015-row-012-midpoint,50,0.050000009000000005,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,50,0.050000009000000005,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,51,0.051000008980000004,single,accepted,15914.161721433862,-2.465854734842112,6.221264352326285,5.726460327514412,0.4948040248118728,
may2015-row-012-midpoint,51,0.051000008980000004,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,51,0.051000008980000004,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,52,0.05200000896,single,accepted,15914.467083028521,-2.4636763495299214,6.220544511534556,5.72846168506591,0.4920828264686463,
may2015-row-012-midpoint,52,0.05200000896,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,52,0.05200000896,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,53,0.05300000894000001,single,accepted,15914.765153684219,-2.4614981574493804,6.21984440383259,5.730463042617409,0.48938136121518117,
may2015-row-012-midpoint,53,0.05300000894000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,53,0.05300000894000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,54,0.05400000892000001,single,accepted,15915.05590374962,-2.4593201580064856,6.219163666567461,5.732464400168906,0.48669926639855454,
may2015-row-012-midpoint,54,0.05400000892000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,54,0.05400000892000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,55,0.05500000890000001,single,accepted,15915.339303290642,-2.4571423505955097,6.2185019505295465,5.734465757720405,0.4840361928091417,
may2015-row-012-midpoint,55,0.05500000890000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,55,0.05500000890000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,56,0.05600000888000001,single,accepted,15915.615322323933,-2.454964734610531,6.217858919219073,5.7364671152719025,0.4813918039471705,
may2015-row-012-midpoint,56,0.05600000888000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,56,0.05600000888000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,57,0.05700000886000001,single,accepted,15915.883930698685,-2.4527873094395756,6.217234248165111,5.738468472823401,0.47876577534171005,
may2015-row-012-midpoint,57,0.05700000886000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,57,0.05700000886000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,58,0.058000008840000006,single,accepted,15916.14509811942,-2.450610074465794,6.216627624292276,5.740469830374899,0.4761577939173778,
may2015-row-012-midpoint,58,0.058000008840000006,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,58,0.058000008840000006,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,59,0.059000008820000005,single,accepted,15916.398794144925,-2.448433029067384,6.216038745331217,5.742471187926397,0.47356755740482015,
may2015-row-012-midpoint,59,0.059000008820000005,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,59,0.059000008820000005,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,60,0.06000000880000001,single,accepted,15916.644988187461,-2.4462561726175696,6.215467319269016,5.744472545477895,0.4709947737911211,
may2015-row-012-midpoint,60,0.06000000880000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,60,0.06000000880000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,61,0.06100000878000001,single,accepted,15916.883649511805,-2.4440795044845576,6.214913063836249,5.746473903029393,0.4684391608068559,
may2015-row-012-midpoint,61,0.06100000878000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,61,0.06100000878000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,62,0.06200000876000001,single,accepted,15917.114747234365,-2.441903024031507,6.2143757060277105,5.748475260580891,0.4659004454468194,
may2015-row-012-midpoint,62,0.06200000876000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,62,0.06200000876000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,63,0.06300000874,single,accepted,15917.338250322375,-2.4397267306164974,6.2138549816540385,5.75047661813239,0.46337836352164885,
may2015-row-012-midpoint,63,0.06300000874,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,63,0.06300000874,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,64,0.06400000872,single,accepted,15917.55412759276,-2.4375506235924607,6.213350634921851,5.752477975683887,0.46087265923796394,
may2015-row-012-midpoint,64,0.06400000872,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,64,0.06400000872,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,65,0.0650000087,single,accepted,15917.762347711441,-2.43537470230719,6.212862418040064,5.754479333235386,0.4583830848046784,
may2015-row-012-midpoint,65,0.0650000087,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,65,0.0650000087,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,66,0.06600000868,single,accepted,15917.962879192224,-2.4331989661032476,6.21239009085053,5.7564806907868835,0.45590940006364633,
may2015-row-012-midpoint,66,0.06600000868,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,66,0.06600000868,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,67,0.06700000866,single,accepted,15918.155690396019,-2.4310234143179725,6.211933420480976,5.758482048338382,0.45345137214259434,
may2015-row-012-midpoint,67,0.06700000866,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,67,0.06700000866,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,68,0.06800000864,single,accepted,15918.34074952975,-2.4288480462834166,6.211492181018732,5.76048340588988,0.4510087751288525,
may2015-row-012-midpoint,68,0.06800000864,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,68,0.06800000864,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,69,0.06900000862,single,accepted,15918.518024645498,-2.426672861326302,6.211066153203622,5.762484763441378,0.4485813897622437,
may2015-row-012-midpoint,69,0.06900000862,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,69,0.06900000862,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,70,0.0700000086,single,accepted,15918.687483639556,-2.4244978587680075,6.210655124138661,5.764486120992876,0.4461690031457852,
may2015-row-012-midpoint,70,0.0700000086,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,70,0.0700000086,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,71,0.07100000858,single,accepted,15918.849094251353,-2.4223230379244907,6.210258887017317,5.7664874785443745,0.4437714084729425,
may2015-row-012-midpoint,71,0.07100000858,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,71,0.07100000858,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,72,0.07200000856,single,accepted,15919.00282406259,-2.420148398106274,6.2098772408661,5.768488836095872,0.4413884047702279,
may2015-row-012-midpoint,72,0.07200000856,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,72,0.07200000856,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,73,0.07300000854000001,single,accepted,15919.148640496185,-2.417973938618394,6.209509990301476,5.770490193647371,0.4390197966541054,
may2015-row-012-midpoint,73,0.07300000854000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,73,0.07300000854000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,74,0.07400000852000001,single,accepted,15919.286510815387,-2.4157996587603727,6.209156945300096,5.772491551198868,0.43666539410122773,
may2015-row-012-midpoint,74,0.07400000852000001,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,74,0.07400000852000001,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,75,0.0750000085,single,accepted,15919.41640212265,-2.413625557826145,6.208817920981463,5.774492908750367,0.43432501223109643,
may2015-row-012-midpoint,75,0.0750000085,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,75,0.0750000085,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,76,0.07600000848,single,accepted,15919.53828133586,-2.4114516351029276,6.2084927374021595,5.776494266301865,0.4319984711002949,
may2015-row-012-midpoint,76,0.07600000848,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,76,0.07600000848,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,77,0.07700000846,single,accepted,15919.652115301491,-2.409277889876786,6.208181219360937,5.778495623853363,0.429685595507574,
may2015-row-012-midpoint,77,0.07700000846,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,77,0.07700000846,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,78,0.07800000844,single,accepted,15919.757870565269,-2.4071043214213237,6.207883196213924,5.780496981404861,0.42738621480906325,
may2015-row-012-midpoint,78,0.07800000844,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,78,0.07800000844,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,79,0.07900000842,single,accepted,15919.85551359948,-2.404930929008928,6.207598501699286,5.782498338956359,0.4251001627429263,
may2015-row-012-midpoint,79,0.07900000842,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,79,0.07900000842,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,80,0.0800000084,single,accepted,15919.945010687636,-2.4027577119050556,6.207326973770818,5.784499696507857,0.4228272772629609,
may2015-row-012-midpoint,80,0.0800000084,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,80,0.0800000084,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,81,0.08100000838,single,accepted,15920.026327946474,-2.400584669369364,6.207068454439788,5.7865010540593556,0.42056740038043205,
may2015-row-012-midpoint,81,0.08100000838,vapor,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
may2015-row-012-midpoint,81,0.08100000838,liquid,failed,,,,,,EosError: evaluation-failed (reason=requested density branch is unavailable)
